N,g(N)
77328,0
77330,0
77332,0
77334,0
77336,0
77338,0
77340,0
77342,0
77344,0
77346,0
77348,0
77350,0
77352,0
77354,0
77356,0
77358,0
77360,0
77362,0
77364,0
77366,0
77368,0
77370,0
77372,0
77374,0
77376,0
77378,0
77380,0
77382,0
77384,0
77386,0
77388,0
77390,0
77392,0
77394,0
77396,0
77398,0
77400,0
77402,0
77404,0
77406,0
77408,0
77410,0
77412,0
77414,0
77416,0
77418,0
77420,0
77422,0
77424,0
77426,0
77428,0
77430,0
77432,0
77434,0
77436,0
77438,0
77440,0
77442,0
77444,0
77446,0
77448,0
77450,0
77452,0
77454,0
77456,0
77458,0
77460,0
77462,0
77464,0
77466,0
77468,0
77470,0
77472,0
77474,0
77476,0
77478,0
77480,0
77482,0
77484,0
77486,0
77488,0
77490,0
77492,0
77494,0
77496,0
77498,0
77500,0
77502,0
77504,0
77506,0
77508,0
77510,0
77512,0
77514,0
77516,0
77518,0
77520,0
77522,0
77524,0
77526,0
77528,0
77530,0
77532,0
77534,0
77536,0
77538,0
77540,0
77542,0
77544,0
77546,0
77548,0
77550,0
77552,0
77554,0
77556,0
77558,0
77560,0
77562,0
77564,0
77566,0
77568,0
77570,0
77572,0
77574,0
77576,0
77578,0
77580,0
77582,0
77584,0
77586,0
77588,0
77590,0
77592,0
77594,0
77596,0
77598,0
77600,0
77602,0
77604,0
77606,0
77608,0
77610,0
77612,0
77614,0
77616,0
77618,0
77620,0
77622,0
77624,0
77626,0
77628,0
77630,0
77632,0
77634,0
77636,0
77638,0
77640,0
77642,0
77644,0
77646,0
77648,0
77650,0
77652,0
77654,0
77656,0
77658,0
77660,0
77662,0
77664,0
77666,0
77668,0
77670,0
77672,0
77674,0
77676,0
77678,0
77680,0
77682,0
77684,0
77686,0
77688,0
77690,0
77692,0
77694,0
77696,0
77698,0
77700,0
77702,0
77704,0
77706,0
77708,0
77710,0
77712,0
77714,0
77716,0
77718,0
77720,0
77722,0
77724,0
77726,0
77728,0
77730,0
77732,0
77734,0
77736,0
77738,0
77740,0
77742,0
77744,0
77746,0
77748,0
77750,0
77752,0
77754,0
77756,0
77758,0
77760,0
77762,0
77764,0
77766,0
77768,0
77770,0
77772,0
77774,0
77776,0
77778,0
77780,0
77782,0
77784,0
77786,0
77788,0
77790,0
77792,0
77794,0
77796,0
77798,0
77800,0
77802,0
77804,0
77806,0
77808,0
77810,0
77812,0
77814,0
77816,0
77818,0
77820,0
77822,0
77824,0
77826,0
77828,0
77830,0
77832,0
77834,0
77836,0
77838,0
77840,0
77842,0
77844,0
77846,0
77848,0
77850,0
77852,0
77854,0
77856,0
77858,0
77860,0
77862,0
77864,0
77866,0
77868,0
77870,0
77872,0
77874,0
77876,0
77878,0
77880,0
77882,0
77884,0
77886,0
77888,0
77890,0
77892,0
77894,0
77896,0
77898,0
77900,0
77902,0
77904,0
77906,0
77908,0
77910,0
77912,0
77914,0
77916,0
77918,0
77920,0
77922,0
77924,0
77926,0
77928,0
77930,0
77932,0
77934,0
77936,0
77938,0
77940,0
77942,0
77944,0
77946,0
77948,0
77950,0
77952,0
77954,0
77956,0
77958,0
77960,0
77962,0
77964,0
77966,0
77968,0
77970,0
77972,0
77974,0
77976,0
77978,0
77980,0
77982,0
77984,0
77986,0
77988,0
77990,0
77992,0
77994,0
77996,0
77998,0
78000,0
78002,0
78004,0
78006,0
78008,0
78010,0
78012,0
78014,0
78016,0
78018,0
78020,0
78022,0
78024,0
78026,0
78028,0
78030,0
78032,0
78034,0
78036,0
78038,0
78040,0
78042,0
78044,0
78046,0
78048,0
78050,0
78052,0
78054,0
78056,0
78058,0
78060,0
78062,0
78064,0
78066,0
78068,0
78070,0
78072,0
78074,0
78076,0
78078,0
78080,0
78082,0
78084,0
78086,0
78088,0
78090,0
78092,0
78094,0
78096,0
78098,0
78100,0
78102,0
78104,0
78106,0
78108,0
78110,0
78112,0
78114,0
78116,0
78118,0
78120,0
78122,0
78124,0
78126,0
78128,0
78130,0
78132,0
78134,0
78136,0
78138,0
78140,0
78142,0
78144,0
78146,0
78148,0
78150,0
78152,0
78154,0
78156,0
78158,0
78160,0
78162,0
78164,0
78166,0
78168,0
78170,0
78172,0
78174,0
78176,0
78178,0
78180,0
78182,0
78184,0
78186,0
78188,0
78190,0
78192,0
78194,0
78196,0
78198,0
78200,0
78202,0
78204,0
78206,0
78208,0
78210,0
78212,0
78214,0
78216,0
78218,0
78220,0
78222,0
78224,0
78226,0
78228,0
78230,0
78232,0
78234,0
78236,0
78238,0
78240,0
78242,0
78244,0
78246,0
78248,0
78250,0
78252,0
78254,0
78256,0
78258,0
78260,0
78262,0
78264,0
78266,0
78268,0
78270,0
78272,0
78274,0
78276,0
78278,0
78280,0
78282,0
78284,0
78286,0
78288,0
78290,0
78292,0
78294,0
78296,0
78298,0
78300,0
78302,0
78304,0
78306,0
78308,0
78310,0
78312,0
78314,0
78316,0
78318,0
78320,0
78322,0
78324,0
78326,0
78328,0
78330,0
78332,0
78334,0
78336,0
78338,0
78340,0
78342,0
78344,0
78346,0
78348,0
78350,0
78352,0
78354,0
78356,0
78358,0
78360,0
78362,0
78364,0
78366,0
78368,0
78370,0
78372,0
78374,0
78376,0
78378,0
78380,0
78382,0
78384,0
78386,0
78388,0
78390,0
78392,0
78394,0
78396,0
78398,0
78400,0
78402,0
78404,0
78406,0
78408,0
78410,0
78412,0
78414,0
78416,0
78418,0
78420,0
78422,0
78424,0
78426,0
78428,0
78430,0
78432,0
78434,0
78436,0
78438,0
78440,0
78442,0
78444,0
78446,0
78448,0
78450,0
78452,0
78454,0
78456,0
78458,0
78460,0
78462,0
78464,0
78466,0
78468,0
78470,0
78472,0
78474,0
78476,0
78478,0
78480,0
78482,0
78484,0
78486,0
78488,0
78490,0
78492,0
78494,0
78496,0
78498,0
78500,0
78502,0
78504,0
78506,0
78508,0
78510,0
78512,0
78514,0
78516,0
78518,0
78520,0
78522,0
78524,0
78526,0
78528,0
78530,0
78532,0
78534,0
78536,0
78538,0
78540,0
78542,0
78544,0
78546,0
78548,0
78550,0
78552,0
78554,0
78556,0
78558,0
78560,0
78562,0
78564,0
78566,0
78568,0
78570,0
78572,0
78574,0
78576,0
78578,0
78580,0
78582,0
78584,0
78586,0
78588,0
78590,0
78592,0
78594,0
78596,0
78598,0
78600,0
78602,0
78604,0
78606,0
78608,0
78610,0
78612,0
78614,0
78616,0
78618,0
78620,0
78622,0
78624,0
78626,0
78628,0
78630,0
78632,0
78634,0
78636,0
78638,0
78640,0
78642,0
78644,0
78646,0
78648,0
78650,0
78652,0
78654,0
78656,0
78658,0
78660,0
78662,0
78664,0
78666,0
78668,0
78670,0
78672,0
78674,0
78676,0
78678,0
78680,0
78682,0
78684,0
78686,0
78688,0
78690,0
78692,0
78694,0
78696,0
78698,0
78700,0
78702,0
78704,0
78706,0
78708,0
78710,0
78712,0
78714,0
78716,0
78718,0
78720,0
78722,0
78724,0
78726,0
78728,0
78730,0
78732,0
78734,0
78736,0
78738,0
78740,0
78742,0
78744,0
78746,0
78748,0
78750,0
78752,0
78754,0
78756,0
78758,0
78760,0
78762,0
78764,0
78766,0
78768,0
78770,0
78772,0
78774,0
78776,0
78778,0
78780,0
78782,0
78784,0
78786,0
78788,0
78790,0
78792,0
78794,0
78796,0
78798,0
78800,0
78802,0
78804,0
78806,0
78808,0
78810,0
78812,0
78814,0
78816,0
78818,0
78820,0
78822,0
78824,0
78826,0
78828,0
78830,0
78832,0
78834,0
78836,0
78838,0
78840,0
78842,0
78844,0
78846,0
78848,0
78850,0
78852,0
78854,0
78856,0
78858,0
78860,0
78862,0
78864,0
78866,0
78868,0
78870,0
78872,0
78874,0
78876,0
78878,0
78880,0
78882,0
78884,0
78886,0
78888,0
78890,0
78892,0
78894,0
78896,0
78898,0
78900,0
78902,0
78904,0
78906,0
78908,0
78910,0
78912,0
78914,0
78916,0
78918,0
78920,0
78922,0
78924,0
78926,0
78928,0
78930,0
78932,0
78934,0
78936,0
78938,0
78940,0
78942,0
78944,0
78946,0
78948,0
78950,0
78952,0
78954,0
78956,0
78958,0
78960,0
78962,0
78964,0
78966,0
78968,0
78970,0
78972,0
78974,0
78976,0
78978,0
78980,0
78982,0
78984,0
78986,0
78988,0
78990,0
78992,0
78994,0
78996,0
78998,0
79000,0
79002,0
79004,0
79006,0
79008,0
79010,0
79012,0
79014,0
79016,0
79018,0
79020,0
79022,0
79024,0
79026,0
79028,0
79030,0
79032,0
79034,0
79036,0
79038,0
79040,0
79042,0
79044,0
79046,0
79048,0
79050,0
79052,0
79054,0
79056,0
79058,0
79060,0
79062,0
79064,0
79066,0
79068,0
79070,0
79072,0
79074,0
79076,0
79078,0
79080,0
79082,0
79084,0
79086,0
79088,0
79090,0
79092,0
79094,0
79096,0
79098,0
79100,0
79102,0
79104,0
79106,0
79108,0
79110,0
79112,0
79114,0
79116,0
79118,0
79120,0
79122,0
79124,0
79126,0
79128,0
79130,0
79132,0
79134,0
79136,0
79138,0
79140,0
79142,0
79144,0
79146,0
79148,0
79150,0
79152,0
79154,0
79156,0
79158,0
79160,0
79162,0
79164,0
79166,0
79168,0
79170,0
79172,0
79174,0
79176,0
79178,0
79180,0
79182,0
79184,0
79186,0
79188,0
79190,0
79192,0
79194,0
79196,0
79198,0
79200,0
79202,0
79204,0
79206,0
79208,0
79210,0
79212,0
79214,0
79216,0
79218,0
79220,0
79222,0
79224,0
79226,0
79228,0
79230,0
79232,0
79234,0
79236,0
79238,0
79240,0
79242,0
79244,0
79246,0
79248,0
79250,0
79252,0
79254,0
79256,0
79258,0
79260,0
79262,0
79264,0
79266,0
79268,0
79270,0
79272,0
79274,0
79276,0
79278,0
79280,0
79282,0
79284,0
79286,0
79288,0
79290,0
79292,0
79294,0
79296,0
79298,0
79300,0
79302,0
79304,0
79306,0
79308,0
79310,0
79312,0
79314,0
79316,0
79318,0
79320,0
79322,0
79324,0
79326,0
79328,0
79330,0
79332,0
79334,0
79336,0
79338,0
79340,0
79342,0
79344,0
79346,0
79348,0
79350,0
79352,0
79354,0
79356,0
79358,0
79360,0
79362,0
79364,0
79366,0
79368,0
79370,0
79372,0
79374,0
79376,0
79378,0
79380,0
79382,0
79384,0
79386,0
79388,0
79390,0
79392,0
79394,0
79396,0
79398,0
79400,0
79402,0
79404,0
79406,0
79408,0
79410,0
79412,0
79414,0
79416,0
79418,0
79420,0
79422,0
79424,0
79426,0
79428,0
79430,0
79432,0
79434,0
79436,0
79438,0
79440,0
79442,0
79444,0
79446,0
79448,0
79450,0
79452,0
79454,0
79456,0
79458,0
79460,0
79462,0
79464,0
79466,0
79468,0
79470,0
79472,0
79474,0
79476,0
79478,0
79480,0
79482,0
79484,0
79486,0
79488,0
79490,0
79492,0
79494,0
79496,0
79498,0
79500,0
79502,0
79504,0
79506,0
79508,0
79510,0
79512,0
79514,0
79516,0
79518,0
79520,0
79522,0
79524,0
79526,0
79528,0
79530,0
79532,0
79534,0
79536,0
79538,0
79540,0
79542,0
79544,0
79546,0
79548,0
79550,0
79552,0
79554,0
79556,0
79558,0
79560,0
79562,0
79564,0
79566,0
79568,0
79570,0
79572,0
79574,0
79576,0
79578,0
79580,0
79582,0
79584,0
79586,0
79588,0
79590,0
79592,0
79594,0
79596,0
79598,0
79600,0
79602,0
79604,0
79606,0
79608,0
79610,0
79612,0
79614,0
79616,0
79618,0
79620,0
79622,0
79624,0
79626,0
79628,0
79630,0
79632,0
79634,0
79636,0
79638,0
79640,0
79642,0
79644,0
79646,0
79648,0
79650,0
79652,0
79654,0
79656,0
79658,0
79660,0
79662,0
79664,0
79666,0
79668,0
79670,0
79672,0
79674,0
79676,0
79678,0
79680,0
79682,0
79684,0
79686,0
79688,0
79690,0
79692,0
79694,0
79696,0
79698,0
79700,0
79702,0
79704,0
79706,0
79708,0
79710,0
79712,0
79714,0
79716,0
79718,0
79720,0
79722,0
79724,0
79726,0
79728,0
79730,0
79732,0
79734,0
79736,0
79738,0
79740,0
79742,0
79744,0
79746,0
79748,0
79750,0
79752,0
79754,0
79756,0
79758,0
79760,0
79762,0
79764,0
79766,0
79768,0
79770,0
79772,0
79774,0
79776,0
79778,0
79780,0
79782,0
79784,0
79786,0
79788,0
79790,0
79792,0
79794,0
79796,0
79798,0
79800,0
79802,0
79804,0
79806,0
79808,0
79810,0
79812,0
79814,0
79816,0
79818,0
79820,0
79822,0
79824,0
79826,0
79828,0
79830,0
79832,0
79834,0
79836,0
79838,0
79840,0
79842,0
79844,0
79846,0
79848,0
79850,0
79852,0
79854,0
79856,0
79858,0
79860,0
79862,0
79864,0
79866,0
79868,0
79870,0
79872,0
79874,0
79876,0
79878,0
79880,0
79882,0
79884,0
79886,0
79888,0
79890,0
79892,0
79894,0
79896,0
79898,0
79900,0
79902,0
79904,0
79906,0
79908,0
79910,0
79912,0
79914,0
79916,0
79918,0
79920,0
79922,0
79924,0
79926,0
79928,0
79930,0
79932,0
79934,0
79936,0
79938,0
79940,0
79942,0
79944,0
79946,0
79948,0
79950,0
79952,0
79954,0
79956,0
79958,0
79960,0
79962,0
79964,0
79966,0
79968,0
79970,0
79972,0
79974,0
79976,0
79978,0
79980,0
79982,0
79984,0
79986,0
79988,0
79990,0
79992,0
79994,0
79996,0
79998,0
80000,0
80002,0
80004,0
80006,0
80008,0
80010,0
80012,0
80014,0
80016,0
80018,0
80020,0
80022,0
80024,0
80026,0
80028,0
80030,0
80032,0
80034,0
80036,0
80038,0
80040,0
80042,0
80044,0
80046,0
80048,0
80050,0
80052,0
80054,0
80056,0
80058,0
80060,0
80062,0
80064,0
80066,0
80068,0
80070,0
80072,0
80074,0
80076,0
80078,0
80080,0
80082,0
80084,0
80086,0
80088,0
80090,0
80092,0
80094,0
80096,0
80098,0
80100,0
80102,0
80104,0
80106,0
80108,0
80110,0
80112,0
80114,0
80116,0
80118,0
80120,0
80122,0
80124,0
80126,0
80128,0
80130,0
80132,0
80134,0
80136,0
80138,0
80140,0
80142,0
80144,0
80146,0
80148,0
80150,0
80152,0
80154,0
80156,0
80158,0
80160,0
80162,0
80164,0
80166,0
80168,0
80170,0
80172,0
80174,0
80176,0
80178,0
80180,0
80182,0
80184,0
80186,0
80188,0
80190,0
80192,0
80194,0
80196,0
80198,0
80200,0
80202,0
80204,0
80206,0
80208,0
80210,0
80212,0
80214,0
80216,0
80218,0
80220,0
80222,0
80224,0
80226,0
80228,0
80230,0
80232,0
80234,0
80236,0
80238,0
80240,0
80242,0
80244,0
80246,0
80248,0
80250,0
80252,0
80254,0
80256,0
80258,0
80260,0
80262,0
80264,0
80266,0
80268,0
80270,0
80272,0
80274,0
80276,0
80278,0
80280,0
80282,0
80284,0
80286,0
80288,0
80290,0
80292,0
80294,0
80296,0
80298,0
80300,0
80302,0
80304,0
80306,0
80308,0
80310,0
80312,0
80314,0
80316,0
80318,0
80320,0
80322,0
80324,0
80326,0
80328,0
80330,0
80332,0
80334,0
80336,0
80338,0
80340,0
80342,0
80344,0
80346,0
80348,0
80350,0
80352,0
80354,0
80356,0
80358,0
80360,0
80362,0
80364,0
80366,0
80368,0
80370,0
80372,0
80374,0
80376,0
80378,0
80380,0
80382,0
80384,0
80386,0
80388,0
80390,0
80392,0
80394,0
80396,0
80398,0
80400,0
80402,0
80404,0
80406,0
80408,0
80410,0
80412,0
80414,0
80416,0
80418,0
80420,0
80422,0
80424,0
80426,0
80428,0
80430,0
80432,0
80434,0
80436,0
80438,0
80440,0
80442,0
80444,0
80446,0
80448,0
80450,0
80452,0
80454,0
80456,0
80458,0
80460,0
80462,0
80464,0
80466,0
80468,0
80470,0
80472,0
80474,0
80476,0
80478,0
80480,0
80482,0
80484,0
80486,0
80488,0
80490,0
80492,0
80494,0
80496,0
80498,0
80500,0
80502,0
80504,0
80506,0
80508,0
80510,0
80512,0
80514,0
80516,0
80518,0
80520,0
80522,0
80524,0
80526,0
80528,0
80530,0
80532,0
80534,0
80536,0
80538,0
80540,0
80542,0
80544,0
80546,0
80548,0
80550,0
80552,0
80554,0
80556,0
80558,0
80560,0
80562,0
80564,0
80566,0
80568,0
80570,0
80572,0
80574,0
80576,0
80578,0
80580,0
80582,0
80584,0
80586,0
80588,0
80590,0
80592,0
80594,0
80596,0
80598,0
80600,0
80602,0
80604,0
80606,0
80608,0
80610,0
80612,0
80614,0
80616,0
80618,0
80620,0
80622,0
80624,0
80626,0
80628,0
80630,0
80632,0
80634,0
80636,0
80638,0
80640,0
80642,0
80644,0
80646,0
80648,0
80650,0
80652,0
80654,0
80656,0
80658,0
80660,0
80662,0
80664,0
80666,0
80668,0
80670,0
80672,0
80674,0
80676,0
80678,0
80680,0
80682,0
80684,0
80686,0
80688,0
80690,0
80692,0
80694,0
80696,0
80698,0
80700,0
80702,0
80704,0
80706,0
80708,0
80710,0
80712,0
80714,0
80716,0
80718,0
80720,0
80722,0
80724,0
80726,0
80728,0
80730,0
80732,0
80734,0
80736,0
80738,0
80740,0
80742,0
80744,0
80746,0
80748,0
80750,0
80752,0
80754,0
80756,0
80758,0
80760,0
80762,0
80764,0
80766,0
80768,0
80770,0
80772,0
80774,0
80776,0
80778,0
80780,0
80782,0
80784,0
80786,0
80788,0
80790,0
80792,0
80794,0
80796,0
80798,0
80800,0
80802,0
80804,0
80806,0
80808,0
80810,0
80812,0
80814,0
80816,0
80818,0
80820,0
80822,0
80824,0
80826,0
80828,0
80830,0
80832,0
80834,0
80836,0
80838,0
80840,0
80842,0
80844,0
80846,0
80848,0
80850,0
80852,0
80854,0
80856,0
80858,0
80860,0
80862,0
80864,0
80866,0
80868,0
80870,0
80872,0
80874,0
80876,0
80878,0
80880,0
80882,0
80884,0
80886,0
80888,0
80890,0
80892,0
80894,0
80896,0
80898,0
80900,0
80902,0
80904,0
80906,0
80908,0
80910,0
80912,0
80914,0
80916,0
80918,0
80920,0
80922,0
80924,0
80926,0
80928,0
80930,0
80932,0
80934,0
80936,0
80938,0
80940,0
80942,0
80944,0
80946,0
80948,0
80950,0
80952,0
80954,0
80956,0
80958,0
80960,0
80962,0
80964,0
80966,0
80968,0
80970,0
80972,0
80974,0
80976,0
80978,0
80980,0
80982,0
80984,0
80986,0
80988,0
80990,0
80992,0
80994,0
80996,0
80998,0
81000,0
81002,0
81004,0
81006,0
81008,0
81010,0
81012,0
81014,0
81016,0
81018,0
81020,0
81022,0
81024,0
81026,0
81028,0
81030,0
81032,0
81034,0
81036,0
81038,0
81040,0
81042,0
81044,0
81046,0
81048,0
81050,0
81052,0
81054,0
81056,0
81058,0
81060,0
81062,0
81064,0
81066,0
81068,0
81070,0
81072,0
81074,0
81076,0
81078,0
81080,0
81082,0
81084,0
81086,0
81088,0
81090,0
81092,0
81094,0
81096,0
81098,0
81100,0
81102,0
81104,0
81106,0
81108,0
81110,0
81112,0
81114,0
81116,0
81118,0
81120,0
81122,0
81124,0
81126,0
81128,0
81130,0
81132,0
81134,0
81136,0
81138,0
81140,0
81142,0
81144,0
81146,0
81148,0
81150,0
81152,0
81154,0
81156,0
81158,0
81160,0
81162,0
81164,0
81166,0
81168,0
81170,0
81172,0
81174,0
81176,0
81178,0
81180,0
81182,0
81184,0
81186,0
81188,0
81190,0
81192,0
81194,0
81196,0
81198,0
81200,0
81202,0
81204,0
81206,0
81208,0
81210,0
81212,0
81214,0
81216,0
81218,0
81220,0
81222,0
81224,0
81226,0
81228,0
81230,0
81232,0
81234,0
81236,0
81238,0
81240,0
81242,0
81244,0
81246,0
81248,0
81250,0
81252,0
81254,0
81256,0
81258,0
81260,0
81262,0
81264,0
81266,0
81268,0
81270,0
81272,0
81274,0
81276,0
81278,0
81280,0
81282,0
81284,0
81286,0
81288,0
81290,0
81292,0
81294,0
81296,0
81298,0
81300,0
81302,0
81304,0
81306,0
81308,0
81310,0
81312,0
81314,0
81316,0
81318,0
81320,0
81322,0
81324,0
81326,0
81328,0
81330,0
81332,0
81334,0
81336,0
81338,0
81340,0
81342,0
81344,0
81346,0
81348,0
81350,0
81352,0
81354,0
81356,0
81358,0
81360,0
81362,0
81364,0
81366,0
81368,0
81370,0
81372,0
81374,0
81376,0
81378,0
81380,0
81382,0
81384,0
81386,0
81388,0
81390,0
81392,0
81394,0
81396,0
81398,0
81400,0
81402,0
81404,0
81406,0
81408,0
81410,0
81412,0
81414,0
81416,0
81418,0
81420,0
81422,0
81424,0
81426,0
81428,0
81430,0
81432,0
81434,0
81436,0
81438,0
81440,0
81442,0
81444,0
81446,0
81448,0
81450,0
81452,0
81454,0
81456,0
81458,0
81460,0
81462,0
81464,0
81466,0
81468,0
81470,0
81472,0
81474,0
81476,0
81478,0
81480,0
81482,0
81484,0
81486,0
81488,0
81490,0
81492,0
81494,0
81496,0
81498,0
81500,0
81502,0
81504,0
81506,0
81508,0
81510,0
81512,0
81514,0
81516,0
81518,0
81520,0
81522,0
81524,0
81526,0
81528,0
81530,0
81532,0
81534,0
81536,0
81538,0
81540,0
81542,0
81544,0
81546,0
81548,0
81550,0
81552,0
81554,0
81556,0
81558,0
81560,0
81562,0
81564,0
81566,0
81568,0
81570,0
81572,0
81574,0
81576,0
81578,0
81580,0
81582,0
81584,0
81586,0
81588,0
81590,0
81592,0
81594,0
81596,0
81598,0
81600,0
81602,0
81604,0
81606,0
81608,0
81610,0
81612,0
81614,0
81616,0
81618,0
81620,0
81622,0
81624,0
81626,0
81628,0
81630,0
81632,0
81634,0
81636,0
81638,0
81640,0
81642,0
81644,0
81646,0
81648,0
81650,0
81652,0
81654,0
81656,0
81658,0
81660,0
81662,0
81664,0
81666,0
81668,0
81670,0
81672,0
81674,0
81676,0
81678,0
81680,0
81682,0
81684,0
81686,0
81688,0
81690,0
81692,0
81694,0
81696,0
81698,0
81700,0
81702,0
81704,0
81706,0
81708,0
81710,0
81712,0
81714,0
81716,0
81718,0
81720,0
81722,0
81724,0
81726,0
81728,0
81730,0
81732,0
81734,0
81736,0
81738,0
81740,0
81742,0
81744,0
81746,0
81748,0
81750,0
81752,0
81754,0
81756,0
81758,0
81760,0
81762,0
81764,0
81766,0
81768,0
81770,0
81772,0
81774,0
81776,0
81778,0
81780,0
81782,0
81784,0
81786,0
81788,0
81790,0
81792,0
81794,0
81796,0
81798,0
81800,0
81802,0
81804,0
81806,0
81808,0
81810,0
81812,0
81814,0
81816,0
81818,0
81820,0
81822,0
81824,0
81826,0
81828,0
81830,0
81832,0
81834,0
81836,0
81838,0
81840,0
81842,0
81844,0
81846,0
81848,0
81850,0
81852,0
81854,0
81856,0
81858,0
81860,0
81862,0
81864,0
81866,0
81868,0
81870,0
81872,0
81874,0
81876,0
81878,0
81880,0
81882,0
81884,0
81886,0
81888,0
81890,0
81892,0
81894,0
81896,0
81898,0
81900,0
81902,0
81904,0
81906,0
81908,0
81910,0
81912,0
81914,0
81916,0
81918,0
81920,0
81922,0
81924,0
81926,0
81928,0
81930,0
81932,0
81934,0
81936,0
81938,0
81940,0
81942,0
81944,0
81946,0
81948,0
81950,0
81952,0
81954,0
81956,0
81958,0
81960,0
81962,0
81964,0
81966,0
81968,0
81970,0
81972,0
81974,0
81976,0
81978,0
81980,0
81982,0
81984,0
81986,0
81988,0
81990,0
81992,0
81994,0
81996,0
81998,0
82000,0
82002,0
82004,0
82006,0
82008,0
82010,0
82012,0
82014,0
82016,0
82018,0
82020,0
82022,0
82024,0
82026,0
82028,0
82030,0
82032,0
82034,0
82036,0
82038,0
82040,0
82042,0
82044,0
82046,0
82048,0
82050,0
82052,0
82054,0
82056,0
82058,0
82060,0
82062,0
82064,0
82066,0
82068,0
82070,0
82072,0
82074,0
82076,0
82078,0
82080,0
82082,0
82084,0
82086,0
82088,0
82090,0
82092,0
82094,0
82096,0
82098,0
82100,0
82102,0
82104,0
82106,0
82108,0
82110,0
82112,0
82114,0
82116,0
82118,0
82120,0
82122,0
82124,0
82126,0
82128,0
82130,0
82132,0
82134,0
82136,0
82138,0
82140,0
82142,0
82144,0
82146,0
82148,0
82150,0
82152,0
82154,0
82156,0
82158,0
82160,0
82162,0
82164,0
82166,0
82168,0
82170,0
82172,0
82174,0
82176,0
82178,0
82180,0
82182,0
82184,0
82186,0
82188,0
82190,0
82192,0
82194,0
82196,0
82198,0
82200,0
82202,0
82204,0
82206,0
82208,0
82210,0
82212,0
82214,0
82216,0
82218,0
82220,0
82222,0
82224,0
82226,0
82228,0
82230,0
82232,0
82234,0
82236,0
82238,0
82240,0
82242,0
82244,0
82246,0
82248,0
82250,0
82252,0
82254,0
82256,0
82258,0
82260,0
82262,0
82264,0
82266,0
82268,0
82270,0
82272,0
82274,0
82276,0
82278,0
82280,0
82282,0
82284,0
82286,0
82288,0
82290,0
82292,0
82294,0
82296,0
82298,0
82300,0
82302,0
82304,0
82306,0
82308,0
82310,0
82312,0
82314,0
82316,0
82318,0
82320,0
82322,0
82324,0
82326,0
82328,0
82330,0
82332,0
82334,0
82336,0
82338,0
82340,0
82342,0
82344,0
82346,0
82348,0
82350,0
82352,0
82354,0
82356,0
82358,0
82360,0
82362,0
82364,0
82366,0
82368,0
82370,0
82372,0
82374,0
82376,0
82378,0
82380,0
82382,0
82384,0
82386,0
82388,0
82390,0
82392,0
82394,0
82396,0
82398,0
82400,0
82402,0
82404,0
82406,0
82408,0
82410,0
82412,0
82414,0
82416,0
82418,0
82420,0
82422,0
82424,0
82426,0
82428,0
82430,0
82432,0
82434,0
82436,0
82438,0
82440,0
82442,0
82444,0
82446,0
82448,0
82450,0
82452,0
82454,0
82456,0
82458,0
82460,0
82462,0
82464,0
82466,0
82468,0
82470,0
82472,0
82474,0
82476,0
82478,0
82480,0
82482,0
82484,0
82486,0
82488,0
82490,0
82492,0
82494,0
82496,0
82498,0
82500,0
82502,0
82504,0
82506,0
82508,0
82510,0
82512,0
82514,0
82516,0
82518,0
82520,0
82522,0
82524,0
82526,0
82528,0
82530,0
82532,0
82534,0
82536,0
82538,0
82540,0
82542,0
82544,0
82546,0
82548,0
82550,0
82552,0
82554,0
82556,0
82558,0
82560,0
82562,0
82564,0
82566,0
82568,0
82570,0
82572,0
82574,0
82576,0
82578,0
82580,0
82582,0
82584,0
82586,0
82588,0
82590,0
82592,0
82594,0
82596,0
82598,0
82600,0
82602,0
82604,0
82606,0
82608,0
82610,0
82612,0
82614,0
82616,0
82618,0
82620,0
82622,0
82624,0
82626,0
82628,0
82630,0
82632,0
82634,0
82636,0
82638,0
82640,0
82642,0
82644,0
82646,0
82648,0
82650,0
82652,0
82654,0
82656,0
82658,0
82660,0
82662,0
82664,0
82666,0
82668,0
82670,0
82672,0
82674,0
82676,0
82678,0
82680,0
82682,0
82684,0
82686,0
82688,0
82690,0
82692,0
82694,0
82696,0
82698,0
82700,0
82702,0
82704,0
82706,0
82708,0
82710,0
82712,0
82714,0
82716,0
82718,0
82720,0
82722,0
82724,0
82726,0
82728,0
82730,0
82732,0
82734,0
82736,0
82738,0
82740,0
82742,0
82744,0
82746,0
82748,0
82750,0
82752,0
82754,0
82756,0
82758,0
82760,0
82762,0
82764,0
82766,0
82768,0
82770,0
82772,0
82774,0
82776,0
82778,0
82780,0
82782,0
82784,0
82786,0
82788,0
82790,0
82792,0
82794,0
82796,0
82798,0
82800,0
82802,0
82804,0
82806,0
82808,0
82810,0
82812,0
82814,0
82816,0
82818,0
82820,0
82822,0
82824,0
82826,0
82828,0
82830,0
82832,0
82834,0
82836,0
82838,0
82840,0
82842,0
82844,0
82846,0
82848,0
82850,0
82852,0
82854,0
82856,0
82858,0
82860,0
82862,0
82864,0
82866,0
82868,0
82870,0
82872,0
82874,0
82876,0
82878,0
82880,0
82882,0
82884,0
82886,0
82888,0
82890,0
82892,0
82894,0
82896,0
82898,0
82900,0
82902,0
82904,0
82906,0
82908,0
82910,0
82912,0
82914,0
82916,0
82918,0
82920,0
82922,0
